observation_key,review_id,case_id,model,policy,repetition,slot,index,physical_fragment_id,artifact_directory,fragment_offset,local_index,scheduled_index,category,scenario_id,answerability,authorized,memory_need,status,failure,error,request_s,cold_first_request,authorization_s,selection_s,selector_calls,selector_call_s,selection_source,retrieval_selected,selection_decision,selection_resolved,selection_unresolved,retrieval_attempts,unnecessary_retrievals,authorization_violations,retrieval_s,shared_intent_s,response_evidence_linking_s,generation_s,validation_s,loading_s,prefill_s,decode_s,backend_total_s,prompt_tokens,output_tokens,relevant_count,relevant_retrieved,relevant_supplied,retrieved_coverage,supplied_coverage,complete_relevant_retrieved,complete_relevant_supplied,inspected_count,irrelevant_inspected,source_candidate_count,irrelevant_source_candidates,retrieved_count,irrelevant_retrieved,supplied_count,irrelevant_supplied,inspected_ids,supplied_ids,helper_constraint,helper_speech_enum,response_transform,answer,residual_request_s,label,unsupported_claim,unsupported_personal_claim,abstained,explicit_conflict,forbidden_disclosure,task_success,known_fact_cautious_miss,posthoc_known_answer_without_supplied_evidence
slot_03:ir_07_06,review_9a5802cee794f2ef4f0da754645a4b13,ir_07_06,qwen3:0.6b,SELECTIVE,1,3,33,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,33,33,lifecycle_or_authorization,ir_scenario_07,unauthorized,False,False,ok,False,,1.515039406,False,0.012715222,0.01168173,0,0.0,authorization_denied,False,,False,False,0,0,0,0.0,0.011662402,0.0112956,1.416315763,0.005467023,0.002235247,0.04038,1.246275,1.343962357,247,45,0,0,0,,,,,0,0,0,0,0,0,0,0,[],[],,False,,I do not have a verified personal memory that answers that.,0.04590166600000001,appropriate_abstention,False,False,True,False,False,True,False,False
slot_03:ir_01_06,review_c74cb5bbd7b9418b70e99a9f8e8ba37e,ir_01_06,qwen3:0.6b,SELECTIVE,1,3,34,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,34,34,lifecycle_or_authorization,ir_scenario_01,known_authorized,True,True,ok,False,,1.9589626,False,0.008834805,0.018324971,0,0.0,policy_personal,True,True,True,False,1,0,0,0.064735011,0.008767858,0.013527614,1.781988917,0.010140629,0.002341108,0.138095,1.490077,1.696566775,582,51,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,2,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104""]",,False,,You keep your pressed-leaf labels in the plain pouch.,0.05264279500000013,complete,False,False,False,False,False,True,False,False
slot_03:ir_01_04,review_be3b0e512d3a8c2e0c6b3fa32ee83b58,ir_01_04,qwen3:0.6b,SELECTIVE,1,3,35,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,35,35,general_no_memory,ir_scenario_01,self_contained_general,True,False,ok,False,,1.64402768,False,0.011468343,0.019997788,0,0.0,policy_general,False,False,True,False,0,0,0,0.0,0.009253513,0.010009998,1.538310683,0.005562963,0.002670948,0.030599,1.33986,1.45732614,355,49,0,0,0,,,,,0,0,0,0,0,0,0,0,[],[],,False,,The purpose of pressing a leaf between absorbent paper is to create a barrier that helps the leaf retain moisture and reduce water loss.,0.04942439199999993,incorrect,True,False,False,False,False,False,False,False
slot_03:ir_06_03,review_6030f5cf4ad9f7b048f19e900b19cd24,ir_06_03,qwen3:0.6b,SELECTIVE,1,3,36,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,36,36,multi_fact_personal,ir_scenario_06,known_authorized,True,True,ok,False,,2.228108936,False,0.011040129,0.02161137,0,0.0,policy_personal,True,True,True,False,1,0,0,0.07471172,0.008609609,0.013297456,2.032064415,0.012254811,0.022828166,0.063247,1.806371,1.951796714,405,63,2,2,2,1.0,1.0,True,True,23,21,20,18,3,1,2,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602""]",,False,,"Your biscuit tin has a hexagonal shape, and you keep your biscuit cutters in the top kitchen drawer.",0.05451942600000015,complete,False,False,False,False,False,True,False,False
slot_03:ir_05_05,review_5a5846c2cb5cce997fe3e0d4a1535b04,ir_05_05,qwen3:0.6b,SELECTIVE,1,3,37,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,37,37,unknown_or_conflicting,ir_scenario_05,unknown,True,True,ok,False,,1.904839344,False,0.011876873,0.021252471,0,0.0,policy_personal,True,True,True,False,1,0,0,0.089968143,0.011534936,0.015423031,1.682843037,0.010335868,0.002060165,0.115393,1.450331,1.593126299,523,50,0,0,0,,,,,23,23,20,20,3,3,2,2,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502""]",,False,,You have finished 1 origami crane in total.,0.06160498499999978,incorrect,True,True,False,False,True,False,False,False
slot_03:ir_07_03,review_c2446738032e16560124cf3b63a30b5d,ir_07_03,qwen3:0.6b,SELECTIVE,1,3,38,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,38,38,multi_fact_personal,ir_scenario_07,known_authorized,True,True,ok,False,,2.103270359,False,0.010316156,0.022048732,0,0.0,policy_personal,True,True,True,False,1,0,0,0.084569566,0.013933677,0.013665664,1.885815028,0.014468487,0.001703251,0.068146,1.674759,1.80115269,403,58,2,2,2,1.0,1.0,True,True,23,21,20,18,3,1,2,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702""]",,False,,You use a folding trolley to carry parcels home. Green string is used for their labels.,0.05845304900000059,complete,False,False,False,False,False,True,False,False
slot_03:ir_02_03,review_36f4015dba22f40361c4a9ed5879d420,ir_02_03,qwen3:0.6b,SELECTIVE,1,3,39,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,39,39,multi_fact_personal,ir_scenario_02,known_authorized,True,True,ok,False,,2.616183117,False,0.01250743,0.020018839,0,0.0,policy_personal,True,True,True,False,1,0,0,0.077882737,0.012514406,0.015054115,2.391866984,0.012920761,0.00163096,0.096937,2.115281,2.295705113,495,71,2,2,2,1.0,1.0,True,True,23,21,20,18,3,1,3,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204""]",,False,,You keep your kite-repair tools in the wicker crate. You prefer silver ripstop tape for patching your kite.,0.07341784499999982,complete,False,False,False,False,False,True,False,False
slot_03:ir_03_02,review_bbf6a5820ca531e40ba172da6b719c74,ir_03_02,qwen3:0.6b,SELECTIVE,1,3,40,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,40,40,paraphrased_personal_recall,ir_scenario_03,known_authorized,True,True,ok,False,,1.355479495,False,0.011967499,0.024975977,0,0.0,policy_personal,True,True,True,False,1,0,0,0.064948912,0.011191045,0.011626522,1.163494596,0.008273397,0.002918575,0.03609,0.961175,1.068869097,249,36,1,1,0,1.0,0.0,True,False,23,22,20,19,3,2,0,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]",[],,False,,I do not have a verified personal memory that answers that.,0.05900154700000004,inappropriate_abstention,False,False,True,False,False,False,True,False
slot_03:ir_05_02,review_d59b7e754beea338257e1dbe361424d6,ir_05_02,qwen3:0.6b,SELECTIVE,1,3,41,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,41,41,paraphrased_personal_recall,ir_scenario_05,known_authorized,True,True,ok,False,,1.715109113,False,0.01012296,0.025662089,0,0.0,policy_personal,True,True,True,False,1,0,0,0.092685625,0.01049837,0.013249737,1.486211669,0.014949435,0.001967936,0.096785,1.231012,1.394411464,497,44,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005501""]",,False,,I usually pick amber paper for folding origami cranes.,0.061729228000000136,complete,False,False,False,False,False,True,False,False
slot_03:ir_08_05,review_d503719125eb95f4189c5d7d0b6d8736,ir_08_05,qwen3:0.6b,SELECTIVE,1,3,42,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,42,42,unknown_or_conflicting,ir_scenario_08,conflicting,True,True,ok,False,,1.688699963,False,0.015017214,0.021115816,0,0.0,policy_personal,True,True,True,False,1,0,0,0.094365669,0.010558053,0.013176388,1.466390473,0.011069533,0.002636225,0.101059,1.171115,1.37664788,492,42,2,2,1,1.0,0.5,True,False,23,21,20,18,3,1,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005804""]",,False,,The current telescope lens-cleaning cloth is teal.,0.05700681699999999,incorrect,True,True,False,False,True,False,False,False
slot_03:ir_03_06,review_f1b6eb8083cdcbb6f2bdc0abaac7ff69,ir_03_06,qwen3:0.6b,SELECTIVE,1,3,43,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,43,43,lifecycle_or_authorization,ir_scenario_03,unavailable_lifecycle,True,True,ok,False,,2.241226714,False,0.010081164,0.028522993,0,0.0,policy_personal,True,True,True,False,1,0,0,0.07432427,0.014058447,0.012145874,2.043716524,0.006736969,0.001739861,0.031482,1.853935,1.953513432,246,66,0,0,0,,,,,23,23,20,20,3,3,0,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]",[],,False,,I do not have a verified personal memory that answers that.,0.051640472999999965,appropriate_abstention,False,False,True,False,False,True,False,False
slot_03:ir_04_01,review_0a42292f0925d4e65c85967b27106133,ir_04_01,qwen3:0.6b,SELECTIVE,1,3,44,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,44,44,direct_personal_recall,ir_scenario_04,known_authorized,True,True,ok,False,,1.767825013,False,0.014080687,0.047198045,0,0.0,policy_personal,True,True,True,False,1,0,0,0.061133124,0.017047231,0.012351706,1.536413927,0.010401658,0.001834714,0.083994,1.322235,1.461171541,486,46,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005401""]",,False,,Backyard birds are recorded on Thursday mornings. Please confirm the time.,0.06919863500000001,complete,False,False,False,False,False,True,False,False
slot_03:ir_04_03,review_8062f837f1db46c72a6290c82b35e776,ir_04_03,qwen3:0.6b,SELECTIVE,1,3,45,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,45,45,multi_fact_personal,ir_scenario_04,known_authorized,True,True,ok,False,,2.309036911,False,0.016156147,0.021353296,0,0.0,policy_personal,True,True,True,False,1,0,0,0.083390589,0.013704636,0.014298809,2.072916903,0.012962454,0.002657825,0.067299,1.820809,1.984845898,400,60,2,2,2,1.0,1.0,True,True,23,21,20,18,3,1,2,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402""]",,False,,"You record backyard birds on Thursday mornings, and you keep your bird-recording microphone on the linen shelf.",0.07425407699999997,complete,False,False,False,False,False,True,False,False
slot_03:ir_07_01,review_3cb60b1493cb9bf09e49ebfdbd80eea5,ir_07_01,qwen3:0.6b,SELECTIVE,1,3,46,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,46,46,direct_personal_recall,ir_scenario_07,known_authorized,True,True,ok,False,,1.715150321,False,0.011887874,0.018889206,0,0.0,policy_personal,True,True,True,False,1,0,0,0.061585841,0.009931043,0.010165326,1.541999157,0.010115403,0.002145256,0.110984,1.25693,1.452652096,491,43,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005701""]",,False,,You use a folding trolley to carry parcels home.,0.05057647100000007,complete,False,False,False,False,False,True,False,False
slot_03:ir_06_05,review_a78a974db6d0f3802a6efe802b613721,ir_06_05,qwen3:0.6b,SELECTIVE,1,3,47,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,47,47,unknown_or_conflicting,ir_scenario_06,unknown,True,True,ok,False,,2.462625226,False,0.013198977,0.543994109,1,0.508878293,fixed_model,True,True,True,False,1,0,0,0.077238436,0.018615048,0.019745854,1.705926492,0.016710249,0.003585902,0.13181,1.720301,2.045417944,1243,62,0,0,0,,,,,23,23,20,20,3,3,1,1,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005601""]",,False,,Your biscuit tin was given to you on a date that is not specified. Please provide the date or I can confirm it.,0.0671960610000002,appropriate_abstention,False,False,True,False,False,True,False,False
slot_03:ir_08_06,review_5a532dc13c2bebb9d03fb54be3018094,ir_08_06,qwen3:0.6b,SELECTIVE,1,3,48,fragment_03,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_03_admission_retry_04,0,48,48,lifecycle_or_authorization,ir_scenario_08,unauthorized,False,False,ok,False,,1.307189196,False,0.00912105,0.009028725,0,0.0,authorization_denied,False,,False,False,0,0,0,0.0,0.009721495,0.009518989,1.221485013,0.005638513,0.00206394,0.035635,1.023447,1.1481213,248,37,0,0,0,,,,,0,0,0,0,0,0,0,0,[],[],,False,,"I do not store or provide personal PINs, passwords, or secret keys.",0.04267541100000005,appropriate_abstention,False,False,True,False,False,True,False,False
slot_04:ir_07_02,review_bb80390cc5c809984674bdeccfe2b9cb,ir_07_02,qwen3:1.7b,SELECTIVE,1,4,1,fragment_04,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_04_admission_retry_04,0,1,1,paraphrased_personal_recall,ir_scenario_07,known_authorized,True,True,ok,False,,53.955683662,True,0.010010856,0.02127489,0,0.0,policy_personal,True,True,True,False,1,0,0,2.176929825,0.023375018,0.013100308,51.649972992,0.006177104,27.408981653,0.59789,23.546434,51.565037783,248,68,1,1,0,1.0,0.0,True,False,23,22,20,19,3,2,0,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]",[],,False,,I do not have a verified personal memory that answers that.,0.05484266899999568,inappropriate_abstention,False,False,True,False,False,False,True,False
slot_04:ir_05_01,review_c80528b8aafbe889c962e677f758ff8f,ir_05_01,qwen3:1.7b,SELECTIVE,1,4,2,fragment_04,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_04_admission_retry_04,0,2,2,direct_personal_recall,ir_scenario_05,known_authorized,True,True,ok,False,,11.945889486,False,0.011580318,0.018750586,0,0.0,policy_personal,True,True,True,False,1,0,0,0.080619744,0.011102505,0.012931674,11.736562482,0.016175044,0.002565329,0.715489,10.864665,11.638514398,495,29,1,1,1,1.0,1.0,True,True,23,22,20,19,3,2,1,0,"[""mem_00000000000000000000000000005101"",""mem_00000000000000000000000000005102"",""mem_00000000000000000000000000005104"",""mem_00000000000000000000000000005201"",""mem_00000000000000000000000000005202"",""mem_00000000000000000000000000005204"",""mem_00000000000000000000000000005301"",""mem_00000000000000000000000000005302"",""mem_00000000000000000000000000005401"",""mem_00000000000000000000000000005402"",""mem_00000000000000000000000000005501"",""mem_00000000000000000000000000005502"",""mem_00000000000000000000000000005601"",""mem_00000000000000000000000000005602"",""mem_00000000000000000000000000005701"",""mem_00000000000000000000000000005702"",""mem_00000000000000000000000000005703"",""mem_00000000000000000000000000005704"",""mem_00000000000000000000000000005705"",""mem_00000000000000000000000000005801"",""mem_00000000000000000000000000005802"",""mem_00000000000000000000000000005803"",""mem_00000000000000000000000000005804""]","[""mem_00000000000000000000000000005501""]",,False,,You prefer amber paper for folding origami cranes.,0.05816713299999954,complete,False,False,False,False,False,True,False,False
